,Ticker,Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,CategoryName,SponsorId,SponsorName,IsManagedDistribution,Price,PriceChange,NAV,NAVPublished,Cusip,Name,LastUpdated,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
209,OIA,-2.34,5.44,5.57,0.0291,4.73,21,Morningstar US CEF Municipal,61,"Invesco Advisers, Inc",FALSE,6.27,-0.04,6.42,2024-06-18T00:00:00,46132X101,Invesco Municipal Inc Opp I,2024-06-19T00:00:00,XOIAX,Fixed Income - Municipal-Municipal,31.52,298.73,0.019,Monthly,0.12482,0.0291,10,5.9988,,23.01,2.76,,446.676,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,-2.73,-3.18,1.04,1.68,-0.91,2.28,,,9.25,1111060,13.74,,85.8835,,,,6.17781,-0.51863,-0.77,-1.28,-1.26,2024-06-19T00:00:00,1988-09-19T00:00:00,9/19/1988,590630400,2024-05-15T00:00:00
210,VPV,-6.14,6.83,7.28,0.0325,2.8,24,Morningstar US CEF Municipal-Single State,61,"Invesco Advisers, Inc",FALSE,11,0.06,11.72,2024-06-18T00:00:00,46132K109,Invesco PA Value,2024-06-19T00:00:00,XVPVX,Fixed Income - Municipal-Municipal - Single-State,35.97,262.125,0.126,Monthly,0.17401,0.0325,15,4.9527,,19.71,3.68,,436.162,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-3.81,-3.84,0.09,0.41,-1.9,5.33,,,9.28,449070,2.72,,95.9056,,11.11,7.91,9.81723,-13.99752,4.01,2.64,3.38,2024-06-19T00:00:00,1993-04-30T00:00:00,4/30/1993,736128000,2024-05-15T00:00:00
211,IQI,-9.78,6.86,7.6,0.0403,4.07,21,Morningstar US CEF Municipal,61,"Invesco Advisers, Inc",FALSE,9.96,0.01,11.04,2024-06-18T00:00:00,46133G107,Invesco Quality Municipal Income Trust,2024-06-19T00:00:00,XIQIX,Fixed Income - Municipal-Municipal,33.01,526.723,0.026,Monthly,0.21054,0.0403,15,4.9726,,19.69,3.14,,871.513,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-3.98,-5.69,-0.03,0.16,-2.29,3.59,,,8.46,1419300,4.42,,94.8288,,11.49,8.68,9.29716,-13.72701,2.72,1.71,2.33,2024-06-19T00:00:00,1992-09-29T00:00:00,9/29/1992,717724800,2024-05-15T00:00:00
212,VVR,6.72,12.84,12.03,0.043,13.54,19,Morningstar US CEF Senior Loans,61,"Invesco Advisers, Inc",FALSE,4.29,-0.04,4.02,2024-06-18T00:00:00,46131H107,Invesco Senior Income,2024-06-19T00:00:00,XVVRX,Fixed Income - Taxable-Senior Loans,33.27,656.801,-0.044,Monthly,0.21312,0.043,10,,,3.95,5.2,,922.28,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,6.31,11.07,5.59,9.94,4.12,7.32,,,29.56,6784690,,,,,,,4.06427,-0.64526,1.61,0.8,1.31,2024-06-19T00:00:00,1998-06-24T00:00:00,6/24/1998,898646400,2024-06-18T00:00:00
213,VGM,-9.7,6.84,7.57,0.0388,4.28,21,Morningstar US CEF Municipal,61,"Invesco Advisers, Inc",FALSE,10.24,0,11.34,2024-06-18T00:00:00,46131M106,Invesco Tr Inv Gr Muni,2024-06-19T00:00:00,XVGMX,Fixed Income - Municipal-Municipal,35.93,555.335,-0.018,Monthly,0.20671,0.0388,15,4.8835,,20.81,3.49,,959.823,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-3.95,-6.66,0.05,0.18,-1.95,1.75,,,7.04,1560110,6.28,,97.555,,12,8.54,9.51794,-13.77166,2.81,1.77,2.45,2024-06-19T00:00:00,1992-01-24T00:00:00,1/24/1992,696211200,2024-05-15T00:00:00
214,VTN,-5.99,6.83,7.27,0.0394,2.37,23,Morningstar US CEF Municipal-NY,61,"Invesco Advisers, Inc",FALSE,11.31,-0.01,12.03,2024-06-18T00:00:00,46131T101,Invesco Tr Inv Gr NY,2024-06-19T00:00:00,XVTNX,Fixed Income - Municipal-Municipal - NY,36.09,220.293,0.01,Monthly,0.19369,0.0394,15,4.8667,,21.76,3.44,,366.63,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-3.5,-2.88,-0.26,0.4,-2.74,6.01,,,13.06,518640,9.24,,94.2682,,11.55,8.67,10.16298,-13.40028,2.87,2.07,2.47,2024-06-19T00:00:00,1992-03-27T00:00:00,3/27/1992,701654400,2024-05-15T00:00:00
215,IIM,-10.24,6.86,7.65,0.0496,3.89,21,Morningstar US CEF Municipal,61,"Invesco Advisers, Inc",FALSE,12.1,0.01,13.48,2024-06-18T00:00:00,46132P108,Invesco Value Muni Income,2024-06-19T00:00:00,XIIMX,Fixed Income - Municipal-Municipal,32.76,569.528,-0.011,Monthly,0.25276,0.0496,15,5.0192,,19.17,3.18,,943.556,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-3.65,-5.18,0.18,0.6,-2.2,3.75,,,8.22,1373980,4.76,,94.8551,,11.31,8.48,11.49357,-12.82935,1.8,1.25,1.88,2024-06-19T00:00:00,1993-02-26T00:00:00,2/26/1993,730684800,2024-05-15T00:00:00
216,JOF,-19.81,2.83,3.53,0.2655,18.29,1,Morningstar US CEF Asia Equity,78,Nomura Asset Management Co Ltd,FALSE,7.53,-0.01,9.39,2024-06-18T00:00:00,47109U104,Japan Smaller Cap Fund,2024-06-19T00:00:00,XXJOFXX,Equity-Asia Equity,0,213.354,,Annually,0.05392,0.2655,12,,,,1.28,,266.055,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,0.47,-1.39,3.7,3.58,2.7,2.77,,,13.7,424690,,,,,,,7.45359,-17.72599,-1.5,-1.72,-2.19,2024-06-19T00:00:00,1990-03-21T00:00:00,3/21/1990,637977600,2023-12-18T00:00:00
217,BTO,-1.02,9.51,9.61,0.65,36.71,8,Morningstar US CEF Sector Equity,62,John Hancock,TRUE,27.06,0.03,27.34,2024-06-18T00:00:00,409735206,JHancock Financial Opportunities,2024-06-19T00:00:00,XBTOX,Equity-Sector Equity,18.85,532.72,0,Quarterly,0.19271,0.65,20,5.6765,,,2.96,,663.232,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,-2.71,-5.7,6.34,5.93,-3.58,-4.57,,,19.04,541010,,,,,38.99,,27.94929,2.39959,-0.92,0.26,-0.42,2024-06-19T00:00:00,1994-08-18T00:00:00,8/18/1994,777168000,2024-06-13T00:00:00
218,JHS,-10.4,3.86,4.3,0.1159,4,15,Morningstar US CEF Investment Grade,63,John Hancock Investment Management LLC,FALSE,10.77,-0.05,12.02,2024-06-18T00:00:00,410123103,JHancock Income Secs,2024-06-19T00:00:00,XJHSX,Fixed Income - Taxable-Investment Grade,39.47,125.434,0,Quarterly,0.17219,0.1159,15.3,5.202,,,4.89,,231.292,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,-4.97,-7.04,0.11,-0.1,-0.26,2.6,,,5.66,215300,,,95.7516,,7.4,,10.75675,-8.30674,-1.39,-1.92,-1.46,2024-06-19T00:00:00,1973-02-14T00:00:00,2/14/1973,98496000,2024-06-13T00:00:00
219,JHI,-9.13,6.11,6.72,0.2224,12.7,15,Morningstar US CEF Investment Grade,62,John Hancock,FALSE,13.2302,0.02,14.56,2024-06-18T00:00:00,410142103,JHancock Investors,2024-06-19T00:00:00,XJHIX,Fixed Income - Taxable-Investment Grade,40.57,115.692,0,Quarterly,0.39428,0.2224,21.06,6.0618,,,5.28,,214.221,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-1.22,-3.08,3.56,4.39,2.71,5.49,,,14.47,244110,6.53,,96.6253,,6.17,,12.85461,-9.75738,0.47,-0.4,0.23,2024-06-19T00:00:00,1971-01-29T00:00:00,1/29/1971,33955200,2024-06-13T00:00:00
220,HPI,3.92,9.22,8.87,0.1235,22.6,18,Morningstar US CEF Preferreds,62,John Hancock,FALSE,16.71,-0.08,16.08,2024-06-18T00:00:00,41013W108,JHancock Preferred Income,2024-06-19T00:00:00,XHPIX,Fixed Income - Taxable-Preferreds,37.56,444.235,0,Monthly,0.50868,0.1235,25,5.9994,,,4.37,,684.587,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,0.9,0.97,3.43,1.97,9.03,9.02,,,28.42,613460,,,100.3909,,91.45,,15.50671,1.34599,1.47,1.03,1.37,2024-06-19T00:00:00,2002-08-27T00:00:00,8/27/2002,1030406400,2024-06-13T00:00:00
221,HPF,6.87,9.3,8.7,0.1235,22.57,18,Morningstar US CEF Preferreds,62,John Hancock,FALSE,17.035,-0.07,15.94,2024-06-18T00:00:00,41013X106,JHancock Preferred Income II,2024-06-19T00:00:00,XHPFX,Fixed Income - Taxable-Preferreds,37.59,366.75,0,Monthly,0.51224,0.1235,25,6.0542,,,4.38,,549.876,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,1.1,2.15,3.64,3.04,8.92,12.59,,,31.46,434930,,,100.3725,,90.07,,15.63132,2.96993,1.54,0.69,1.18,2024-06-19T00:00:00,2002-11-29T00:00:00,11/29/2002,1038528000,2024-06-13T00:00:00
222,HPS,9.07,9.21,8.44,0.11,21.91,18,Morningstar US CEF Preferreds,62,John Hancock,FALSE,15.64,0.02,14.34,2024-06-18T00:00:00,41021P103,JHancock Preferred Income III,2024-06-19T00:00:00,XHPSX,Fixed Income - Taxable-Preferreds,37.45,499.588,0,Monthly,0.45772,0.11,25,6.0122,,,4.35,,732.362,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,1.24,2.18,3.81,4.8,8.68,14.35,,,26.63,658570,,,100.4908,,86.67,,14.20371,3.88311,1.84,1.8,1.77,2024-06-19T00:00:00,2003-06-18T00:00:00,6/18/2003,1055894400,2024-06-13T00:00:00
223,PDT,-7.91,8.08,8.77,0.0825,22.38,18,Morningstar US CEF Preferreds,62,John Hancock,TRUE,11.29,-0.04,12.26,2024-06-18T00:00:00,41013T105,JHancock Premium Dividend Fund,2024-06-19T00:00:00,XPDTX,Fixed Income - Taxable-Preferreds,38.26,555.301,0,Monthly,0.20928,0.0825,12,5.6232,,,5.06,,976.711,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,3.45,-3.76,5.41,1.02,10.71,11.99,,,13.25,1410400,,,99.3591,,76.11,,10.82725,-7.72182,-0.06,-0.54,-0.4,2024-06-19T00:00:00,1989-12-21T00:00:00,12/21/1989,630201600,2024-06-13T00:00:00
224,HTD,-9.4,7.59,8.38,0.138,20.77,26,Morningstar US CEF US Allocation,63,John Hancock Investment Management LLC,TRUE,19.76,0.03,21.81,2024-06-18T00:00:00,41013V100,JHancock Tax-Advantaged Dividend Inc,2024-06-19T00:00:00,XHTDX,Hybrid-U.S. Allocation,35.15,700.133,0,Monthly,0.33459,0.138,20,5.5996,,,4.24,,1191.668,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,4.49,2.37,5.24,4.5,11,12.94,,,14.9,874060,,,103.2503,,68.76,,19.12882,-8.83755,-0.23,0.75,0.04,2024-06-19T00:00:00,2004-02-27T00:00:00,2/27/2004,1077840000,2024-06-13T00:00:00
225,HEQ,-13.44,8.56,9.89,0.25,15.92,5,Morningstar US CEF Global Equity,62,John Hancock,TRUE,10.11,0,11.68,2024-06-18T00:00:00,47804L102,John Hancock Hedged Equity & Income Fund,2024-06-19T00:00:00,XHEQX,Equity-Global Equity,,122.849,,Quarterly,0.18593,0.25,20,,,,1.23,,141.927,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,4.87,2.58,5.89,4.88,5.57,6.24,,,13.26,430970,,,,,,,10.14628,-12.1062,-0.51,-0.22,-0.45,2024-06-19T00:00:00,2011-05-26T00:00:00,5/26/2011,1306368000,2024-06-13T00:00:00
226,KYN,-11.82,7.59,8.61,0.22,32.87,6,Morningstar US CEF MLP,65,Kayne Anderson,FALSE,10.22,0.04,11.59,2024-06-18T00:00:00,486606106,Kayne Anderson Energy Infrastructure,2024-06-19T00:00:00,XKYNX,Equity-MLP,20.28,1728.468,,Quarterly,0.31841,0.22,25,,,,5.5,,2458.944,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,17.35,16.73,1.33,1.62,15.69,18.26,,,38.13,4842730,,,,,6.09,,8.90561,-15.38057,2.16,2.05,2.45,2024-06-19T00:00:00,2004-09-28T00:00:00,9/28/2004,1096329600,2024-04-04T00:00:00
227,KIO,0.37,10.76,10.72,0.1215,21.4,14,Morningstar US CEF High Yield,66,KKR & Co. L.P.,FALSE,13.6,-0.02,13.55,2024-06-18T00:00:00,48249T106,KKR Income Opportunities Fund,2024-06-19T00:00:00,XKIOX,Fixed Income - Taxable-High Yield,35.8,368.838,,Monthly,0.77569,0.1215,20,7.019,,,4.95,,572.365,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,2.43,3.45,5.72,7.85,5.66,11.4,,,34.39,1321860,0.09,,83.5418,,58.49,,12.50975,-5.82542,1.93,1.71,1.77,2024-06-19T00:00:00,2013-07-26T00:00:00,7/26/2013,1374796800,2024-06-14T00:00:00
228,KF,-15.96,11.65,13.86,3.31888,2.58,1,Morningstar US CEF Asia Equity,64,JPMorgan Asset Management (Asia Pacific) Limited,FALSE,23.95,-0.01,28.5,2024-06-18T00:00:00,500634209,Korea Fund,2024-06-19T00:00:00,XKFDX,Equity-Asia Equity,5.74,116.832,,Annually,0.04438,3.31888,40,,,,1.46,,139.028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,-10.38,-9.04,4.69,5.23,-4.55,-0.56,,,4.35,116830,,,,,,,22.71056,-15.92495,-0.02,-1.6,-0.49,2024-06-19T00:00:00,1984-08-29T00:00:00,8/29/1984,462585600,2022-12-23T00:00:00
229,LGI,-9.68,6.82,7.56,0.10459,18.35,5,Morningstar US CEF Global Equity,67,Lazard Freres Asset Management,FALSE,16.61,-0.11,18.39,2024-06-18T00:00:00,52106W103,Lazard Global Total Return and Income,2024-06-19T00:00:00,XLGIX,Equity-Global Equity,9.35,216.145,,Monthly,-0.02728,0.10459,20,,,,2.32,,263.983,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,3.11,1.27,9.99,10.76,5.28,10.32,,,22.35,357320,,,,,4.2,3.37,15.18754,-13.23068,1.99,1.15,1.76,2024-06-19T00:00:00,2004-04-28T00:00:00,4/28/2004,1083110400,2024-05-10T00:00:00
230,USA,-3.14,10.27,10.6,0.18,26.16,10,Morningstar US CEF US Equity,6,ALPS Advisors Inc,TRUE,6.79,0.03,7.01,2024-06-18T00:00:00,530158104,Liberty All-Star Equity,2024-06-19T00:00:00,XUSAX,Equity-U.S. Equity,0.01,1878.033,,Quarterly,0.01784,0.18,10,,,,0.93,,1938.986,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,5.39,3.01,12.88,13.6,7.4,11.01,,,24.34,7771760,,,,,,,6.46878,-1.80718,-0.61,-1.45,-0.52,2024-06-19T00:00:00,1986-10-31T00:00:00,10/31/1986,531100800,2024-04-18T00:00:00
231,ASG,-10.02,8.29,9.21,0.12,17,10,Morningstar US CEF US Equity,6,ALPS Advisors Inc,TRUE,5.21,-0.02,5.79,2024-06-18T00:00:00,529900102,Liberty All-Star Growth,2024-06-19T00:00:00,XASGX,Equity-U.S. Equity,0.2,308.529,,Quarterly,-0.0134,0.12,10,,,,1.13,,343.565,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,-2.87,-7.54,10.15,10.42,4.01,3.6,,,10.55,2273950,,,,,,,5.19784,-7.12689,-1.51,-2.01,-1.72,2024-06-19T00:00:00,1986-03-14T00:00:00,3/14/1986,511142400,2024-04-18T00:00:00
232,SCD,-7.54,8.12,8.78,0.113,27.72,25,Morningstar US CEF Global Allocation,50,Franklin Templeton Investments,TRUE,15.44,-0.02,16.7,2024-06-18T00:00:00,50208A102,LMP Capital and Income,2024-06-19T00:00:00,XSCDX,Hybrid-Global Allocation,17.57,264.608,,Monthly,0.02648,0.113,20,,,,2.62,,347.201,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,11.16,12.46,12.35,14.55,8.72,13.1,,,42.04,473210,,,,,4.25,,13.65841,-10.83206,1.1,-0.94,0.43,2024-06-19T00:00:00,2004-02-24T00:00:00,2/24/2004,1077580800,2024-05-22T00:00:00
233,MCN,6.65,10.64,9.97,0.18,10.66,3,Morningstar US CEF Covered Call,68,"Madison Asset Management, LLC",FALSE,7.22,-0.05,6.77,2024-06-18T00:00:00,557437100,Madison Covered Call & Eq Strat,2024-06-19T00:00:00,XMCNX,Equity-Covered-Call Funds,0.01,152.07,,Quarterly,0.06952,0.18,15,,,,1.08,,142.592,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,6.14,5.91,11.18,14.05,2.48,-1.46,,,8.26,530230,,,,,,,7.21846,2.83095,1.84,1.86,1.43,2024-06-19T00:00:00,2004-07-28T00:00:00,7/28/2004,1090972800,2024-06-14T00:00:00
234,MEGI,-13.61,10.53,12.19,0.125,2.77,8,Morningstar US CEF Sector Equity,76,New York Life Investment Management LLC,FALSE,12.31,-0.13,14.25,2024-06-18T00:00:00,56064Q107,MainStay CBRE Glb Infra Megatr Term,2024-06-19T00:00:00,XMEGI,Equity-Sector Equity,27.18,640.705,,Monthly,0.48475,0.125,20,,,,3.07,,1018.477,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,0.5,5.43,,,7.02,1653490,,,,,,,12.71013,-13.66203,0.03,-0.88,-0.67,2024-06-19T00:00:00,2021-10-27T00:00:00,10/27/2021,1635292800,2024-05-23T00:00:00
235,MMD,-3.35,4.24,4.38,0.06,2.74,21,Morningstar US CEF Municipal,76,New York Life Investment Management LLC,FALSE,16.42,0.03,16.99,2024-06-18T00:00:00,56064K100,MainStay MacKay DefinedTerm Muni Opp,2024-06-19T00:00:00,XMMDX,Fixed Income - Municipal-Municipal,28.65,458.558,0.24,Monthly,0.183,0.06,20,4.929,,,2.89,,664.986,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,-2.96,-6.15,1,0.23,-1.36,1.53,,,-0.14,740590,,,104.1017,,63.5,,16.21515,-3.24158,-0.06,0.43,0.61,2024-06-19T00:00:00,2012-06-27T00:00:00,6/27/2012,1340755200,2024-06-14T00:00:00
236,MXE,-28.37,2.28,3.18,0.3012,10.53,4,Morningstar US CEF Emerging Market Equity,84,Pichardo Asset Management SA De CV,FALSE,9.47,0.13,13.22,2024-06-18T00:00:00,592834105,Mexico Equity & Income,2024-06-19T00:00:00,XMXEX,Equity-Emerging Market Equity,,41.67,,Annually,0.14778,0.3012,12,,,0.01,2.13,,58.171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2.69,-2.78,6.19,1.53,-3.48,-5,,,11.25,70550,,,,,,,10.43737,-27.46596,-0.75,-1.85,-2.44,2024-06-19T00:00:00,1990-08-15T00:00:00,8/15/1990,650678400,2023-12-27T00:00:00
237,MXF,-19.9,4.41,5.51,0.22,13.08,4,Morningstar US CEF Emerging Market Equity,59,"Impulsora Del Fondo Mexico, SC",TRUE,15.98,0,19.95,2024-06-19T00:00:00,592835102,Mexico Fund,2024-06-19T00:00:00,XXMXFXX,Equity-Emerging Market Equity,,236.054,,Quarterly,0.30386,0.22,12,7.5,,,1.35,,294.699,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,12.65,10.77,12.21,11.01,-3.04,-3.81,,,15.99,334880,,,,,,,17.6027,-19.77739,-0.1,0.54,-0.54,2024-06-19T00:00:00,1981-06-03T00:00:00,6/3/1981,360374400,2024-04-16T00:00:00
238,MCR,-8.23,7.98,8.69,0.04521,8.49,14,Morningstar US CEF High Yield,70,MFS,TRUE,6.2401,-0.05,6.8,2024-06-18T00:00:00,552727109,MFS Charter Income,2024-06-19T00:00:00,XMCRX,Fixed Income - Taxable-High Yield,24.8,264.283,,Monthly,0.16396,0.04521,12,4.9864,,,2.7,,382.996,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-0.09,-2.85,2.9,3.81,0.29,0.01,,,12.02,777550,,,90.3213,,7.89,,6.18868,-8.27417,0.03,-0.16,-0.67,2024-06-19T00:00:00,1989-07-20T00:00:00,7/20/1989,616896000,2024-06-18T00:00:00
239,MGF,-6.99,7.16,7.7,0.01964,0.46,15,Morningstar US CEF Investment Grade,70,MFS,TRUE,3.06,0.01,3.29,2024-06-18T00:00:00,552939100,MFS Government Markets Inc,2024-06-19T00:00:00,XMGFX,Fixed Income - Taxable-Investment Grade,,99.726,,Monthly,0.05228,0.01964,10,3.5638,,,0.8,,107.222,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,-3.32,-4.21,-0.37,-0.32,-1.45,-0.3,,,1.12,795010,,,88.7495,,,,3.12668,-5.59818,-1.25,-1.48,-1.39,2024-06-19T00:00:00,1987-05-28T00:00:00,5/28/1987,549158400,2024-06-18T00:00:00
240,CMU,-11.37,4.19,4.72,0.0135,5.02,21,Morningstar US CEF Municipal,70,MFS,FALSE,3.43,-0.01,3.87,2024-06-18T00:00:00,5.93E+106,MFS High Yield Municipal,2024-06-19T00:00:00,XCMUX,Fixed Income - Municipal-Municipal,37.8,87.44,,Monthly,0.06485,0.0135,10,5.0435,,,4.37,,158.622,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-4.88,-7.68,-1.08,-2.22,-0.42,0.9,,,9.3,737210,13,,94.862,,14.24,8.73,3.23566,-12.07306,0.4,2.16,2.55,2024-06-19T00:00:00,1987-03-19T00:00:00,3/19/1987,543110400,2024-06-18T00:00:00
241,CIF,-8.15,9.52,10.36,0.01459,12.39,14,Morningstar US CEF High Yield,70,MFS,TRUE,1.69,-0.01,1.84,2024-06-18T00:00:00,59318T109,MFS Intermediate High Income,2024-06-19T00:00:00,XCIFX,Fixed Income - Taxable-High Yield,30.57,31.284,,Monthly,0.04888,0.01459,10,6.1076,,,3.95,,49.06,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,0.3,-7.91,3.39,1.2,1.31,1.38,,,14.4,482010,,,94.2552,,4.96,3.43,1.6645,-8.81703,0.59,0.32,0.2,2024-06-19T00:00:00,1988-07-21T00:00:00,7/21/1988,585446400,2024-06-18T00:00:00
242,MIN,-7.07,8.47,9.12,0.01998,3.41,13,Morningstar US CEF Global Income,70,MFS,TRUE,2.63,-0.01,2.83,2024-06-18T00:00:00,55273C107,MFS Intermediate Income,2024-06-19T00:00:00,XMINX,Fixed Income - Taxable-Global Income,,299.85,,Monthly,0.04184,0.01998,10,3.5429,,,0.69,,322.653,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,-1.19,-2.42,1.28,1.81,0.08,1.55,,,3.19,2721310,,,93.2721,,,,2.68998,-6.17655,-0.66,0.42,-0.59,2024-06-19T00:00:00,1988-03-17T00:00:00,3/17/1988,574560000,2024-06-18T00:00:00
243,CXH,-10.71,3.49,3.9,0.0255,3.22,21,Morningstar US CEF Municipal,70,MFS,FALSE,7.84,0.02,8.78,2024-06-18T00:00:00,59318B108,MFS Investment Grade Municipal,2024-06-19T00:00:00,XCXHX,Fixed Income - Municipal-Municipal,37.81,64.282,,Monthly,0.12614,0.0255,12,4.9232,,,4.26,,115.764,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-4.89,-5.98,-0.75,-0.57,-1.82,-0.1,,,7.59,230450,9,,98.1159,,14.22,8.72,7.38758,-12.15186,0.9,2.03,2.58,2024-06-19T00:00:00,1989-05-16T00:00:00,5/16/1989,611280000,2024-06-18T00:00:00
244,MMT,-8.13,7.98,8.69,0.03351,10.97,13,Morningstar US CEF Global Income,70,MFS,TRUE,4.63,-0.03,5.04,2024-06-18T00:00:00,552737108,MFS Multimarket Income,2024-06-19T00:00:00,XMMTX,Fixed Income - Taxable-Global Income,24.93,262.859,,Monthly,0.12275,0.03351,10,5.2284,,,2.92,,381.136,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,0.7,-2.03,3.89,4.82,1.38,5.79,,,13.87,913810,,,92.7123,,6.77,,4.49361,-9.29065,1.23,0.73,0.97,2024-06-19T00:00:00,1987-03-12T00:00:00,3/12/1987,542505600,2024-06-18T00:00:00
245,MFM,-12.99,4.02,4.62,0.0205,4.74,21,Morningstar US CEF Municipal,70,MFS,FALSE,5.325,-0.01,6.12,2024-06-18T00:00:00,552738106,MFS Municipal Income,2024-06-19T00:00:00,XMFMX,Fixed Income - Municipal-Municipal,31.09,219.324,,Monthly,0.11329,0.0205,10,5.0408,,,3.08,,365.807,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-3.86,-6.64,-0.31,-1.3,-0.18,2.11,,,5.9,1065760,12,,95.4948,,12.66,8.63,5.07607,-13.39818,0.31,-0.1,-0.03,2024-06-19T00:00:00,1986-11-25T00:00:00,11/25/1986,533260800,2024-06-18T00:00:00
246,CXE,-12.53,4.26,4.86,0.015,4.54,21,Morningstar US CEF Municipal,70,MFS,FALSE,3.7,0,4.23,2024-06-18T00:00:00,59318D104,MFS® High Income Municipal,2024-06-19T00:00:00,XCXEX,Fixed Income - Municipal-Municipal,37.92,116.645,,Monthly,0.07238,0.015,10,5.0478,,,4.21,,214.812,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-4.99,-9.1,-1.11,-2.21,-0.2,2.46,,,7.27,743710,14,,95.3883,,13.91,8.52,3.46459,-14.27702,1.52,1.33,1.7,2024-06-19T00:00:00,1989-02-18T00:00:00,2/18/1989,603763200,2024-06-18T00:00:00
247,HIE,-3.48,5.33,5.52,0.051,18.5,10,Morningstar US CEF US Equity,72,"Miller/Howard Investments, Inc.",FALSE,11.09,0.08,11.49,2024-06-18T00:00:00,600379101,Miller/Howard High Income Equity Fund,2024-06-19T00:00:00,XHIEX,Equity-U.S. Equity,9.33,207.28,,Monthly,0.1514,0.051,20,,,,2.27,,236.853,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,6.86,9.26,10.33,9.21,7.24,8.57,,,21.81,303820,,,,,,,10.43295,-5.7444,1.45,1.21,1.38,2024-06-19T00:00:00,2014-11-25T00:00:00,11/25/2014,1416873600,2024-05-23T00:00:00
248,CAF,-19.11,0.83,1.03,0.121853,-5.88,1,Morningstar US CEF Asia Equity,73,Morgan Stanley,FALSE,11.81,-0.01,14.6,2024-06-18T00:00:00,617468103,Morgan Stanley China A Share,2024-06-19T00:00:00,XCAFX,Equity-Asia Equity,,207.048,,Annually,0.1642,0.121853,20,,,,1.67,,255.961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,-15.81,-18.03,-5.08,-5.91,-0.27,-5.02,,,-4.6,427530,,,,,,,12.38254,-17.60597,-0.58,-1.14,-1.03,2024-06-19T00:00:00,2006-09-28T00:00:00,9/28/2006,1159401600,2023-12-14T00:00:00
